region_id,SalesDate,PackageID,Sum-Quantity,Summa-бел руб
12,15-Mar-15,5,2,66654
1,15-Mar-15,5,13,373909.8235
1,15-Mar-15,5,3,86286.88235
1,15-Mar-15,5,17.9,514845.0647
1,15-Mar-15,5,4,115049.1765
2,15-Mar-15,5,246,7475796.583
2,15-Mar-15,5,4,117282.8889
2,15-Mar-15,5,3,87962.16667
2,15-Mar-15,5,2,58641.44444
2,15-Mar-15,5,21,615735.1667
2,15-Mar-15,5,49,1460874.204
2,15-Mar-15,5,50,1469433.051
2,15-Mar-15,5,7,206800.125
3,15-Mar-15,5,7,208312.9079
3,15-Mar-15,5,6,178553.9211
3,15-Mar-15,5,18,535661.7632
3,15-Mar-15,5,25,743974.6711
4,15-Mar-15,5,276,8270670.423
4,15-Mar-15,5,41,1234428
4,15-Mar-15,5,44,1330589.48
4,15-Mar-15,5,52,1572514.84
4,15-Mar-15,5,22,662376
5,15-Mar-15,5,3,76813.70659
5,15-Mar-15,5,18,460882.2395
5,15-Mar-15,5,30,768137.0659
5,15-Mar-15,5,20,512091.3772
5,15-Mar-15,5,20,512091.3772
5,15-Mar-15,5,51,1305833.012
5,15-Mar-15,5,3,76813.70659
6,15-Mar-15,5,253,6981706
6,15-Mar-15,5,40,1133791.22
6,15-Mar-15,5,55,1512990.188
6,15-Mar-15,5,21,577687.1625
6,15-Mar-15,5,32,817948
6,15-Mar-15,5,75,2017928.846
7,15-Mar-15,5,282,8523304
7,15-Mar-15,5,60,1824960
7,15-Mar-15,5,31,874817.3429
7,15-Mar-15,5,40,1162632
7,15-Mar-15,5,40,1149130
8,15-Mar-15,5,12,347261.4194
8,15-Mar-15,5,10,289384.5161
8,15-Mar-15,5,44,1273291.871
8,15-Mar-15,5,2,57876.90323
8,15-Mar-15,5,19,549830.5806
8,15-Mar-15,5,12,347261.4194
9,15-Mar-15,5,8,241771.8857
9,15-Mar-15,5,5,151107.4286
9,15-Mar-15,5,6,181328.9143
9,15-Mar-15,5,2,60442.97143
9,15-Mar-15,5,13,385045.9737
9,15-Mar-15,5,5,148094.6053
9,15-Mar-15,5,1,29618.92105
9,15-Mar-15,5,5,150928.5714
9,15-Mar-15,5,5,150928.5714
9,15-Mar-15,5,2,60371.42857
9,15-Mar-15,5,7,211300
9,15-Mar-15,5,8,241485.7143
9,15-Mar-15,5,6,176293.3636
9,15-Mar-15,5,3,88146.68182
9,15-Mar-15,5,8,235057.8182
9,15-Mar-15,5,4,113193.9048
9,15-Mar-15,5,7,198089.3333
9,15-Mar-15,5,5,141492.381
9,15-Mar-15,5,10,298292.3333
9,15-Mar-15,5,8,238633.8667
9,15-Mar-15,5,2,53699.375
9,15-Mar-15,5,22.875,677073.181
9,15-Mar-15,5,6,177592.9655
9,15-Mar-15,5,6,177592.9655
9,15-Mar-15,5,5,147994.1379
9,15-Mar-15,5,5,147801.2
9,15-Mar-15,5,10,295602.4
9,15-Mar-15,5,3,88680.72
10,15-Mar-15,5,121,3617820.317
10,15-Mar-15,5,2,54963.21739
10,15-Mar-15,5,10,274816.087
10,15-Mar-15,5,8,219852.8696
10,15-Mar-15,5,39,1174921.932
10,15-Mar-15,5,15,451893.0508
10,15-Mar-15,5,10,287968.3333
10,15-Mar-15,5,15,445536.75
10,15-Mar-15,5,2,54077
10,15-Mar-15,5,12,361452
10,15-Mar-15,5,5,150605
10,15-Mar-15,5,12,355419.6923
10,15-Mar-15,5,10,301210
10,15-Mar-15,5,12,345396
12,15-Mar-15,5,1.6667,43079.61158
1,15-Mar-15,18,21.81818182,525697.9926
1,15-Mar-15,18,5.409090909,129523.1288
1,15-Mar-15,18,34.27272727,827411.7451
1,15-Mar-15,18,3,72300.89412
2,15-Mar-15,18,16,381706.1266
2,15-Mar-15,18,2.428571429,56168.53968
2,15-Mar-15,18,0.8571428571,19824.19048
2,15-Mar-15,18,2.428571429,56168.53968
2,15-Mar-15,18,3.285714286,75992.73016
2,15-Mar-15,18,88,2108910.542
2,15-Mar-15,18,5,114626.6216
2,15-Mar-15,18,6,138836.0909
3,15-Mar-15,18,3,82630.69231
3,15-Mar-15,18,5.5,145050.3389
3,15-Mar-15,18,3,72971.79688
3,15-Mar-15,18,13.5,350910.5086
3,15-Mar-15,18,55.5,1432078.853
4,15-Mar-15,18,10,236343.9412
4,15-Mar-15,18,7.5,175582.1053
4,15-Mar-15,18,26,664944.8077
4,15-Mar-15,18,25,640662.8846
4,15-Mar-15,18,8,191932
5,15-Mar-15,18,46.625,1224861.472
5,15-Mar-15,18,21.75,541352.6913
5,15-Mar-15,18,10.375,278749.6115
5,15-Mar-15,18,4.75,127620.3041
5,15-Mar-15,18,26.75,688341.0194
5,15-Mar-15,18,39.75,1062919.973
5,15-Mar-15,18,3,80602.2973
6,15-Mar-15,18,15,362859.4828
6,15-Mar-15,18,25.5,614098.2647
7,15-Mar-15,18,11,319334.7603
7,15-Mar-15,18,11,324013
8,15-Mar-15,18,2,49202.45455
8,15-Mar-15,18,4.333333333,107728.9369
8,15-Mar-15,18,3,83916.25
8,15-Mar-15,18,8.333333333,233100.6944
8,15-Mar-15,18,4.833333333,120029.5505
9,15-Mar-15,18,21,560534.7121
9,15-Mar-15,18,32,796304.3198
9,15-Mar-15,18,19.5,504227.946
9,15-Mar-15,18,8,199076.08
9,15-Mar-15,18,5,133645.9375
9,15-Mar-15,18,7,187104.3125
9,15-Mar-15,18,12,320750.25
9,15-Mar-15,18,4.5,120281.3438
9,15-Mar-15,18,10,267291.875
9,15-Mar-15,18,54.11764706,1376222.948
9,15-Mar-15,18,17.41176471,449420.5629
9,15-Mar-15,18,40.41176471,1030482.114
9,15-Mar-15,18,13.82352941,371831.4501
9,15-Mar-15,18,34.41176471,878900.8396
9,15-Mar-15,18,35.82352941,957590.116
9,15-Mar-15,18,42.71428571,1231729.001
9,15-Mar-15,18,16.57142857,436763.5727
9,15-Mar-15,18,6.571428571,174416.1942
9,15-Mar-15,18,17.14285714,478865.417
9,15-Mar-15,18,18,509953.8761
9,15-Mar-15,18,6.25,187239.8707
9,15-Mar-15,18,21.75,581282.0664
9,15-Mar-15,18,7.571428571,192902.1296
9,15-Mar-15,18,26.14285714,679053.9375
9,15-Mar-15,18,4.571428571,117105.4954
9,15-Mar-15,18,11,277920.9921
9,15-Mar-15,18,27.71428571,714231.3243
9,15-Mar-15,18,15.66666667,459476.604
9,15-Mar-15,18,44.16666667,1188952.167
9,15-Mar-15,18,25.33333333,765768.1092
9,15-Mar-15,18,7.333333333,202817.5769
9,15-Mar-15,18,17,516494.4561
9,15-Mar-15,18,16.03846154,429859.7033
9,15-Mar-15,18,33.69230769,832815.9709
9,15-Mar-15,18,30.69230769,772078.6706
9,15-Mar-15,18,7.692307692,198972.4353
9,15-Mar-15,18,7.538461538,207143.509
9,15-Mar-15,18,80.34615385,2060537.243
9,15-Mar-15,18,60.4,1523544.701
9,15-Mar-15,18,7,219764.4615
9,15-Mar-15,18,13.6,370117.0916
10,15-Mar-15,18,24.25,678563.0412
10,15-Mar-15,18,13.25,346053.1761
10,15-Mar-15,18,57.5,1453126.256
10,15-Mar-15,18,19.5,516822.5456
10,15-Mar-15,18,4,96513.65289
10,15-Mar-15,18,33,796237.6364
10,15-Mar-15,18,28.5,704934.6063
10,15-Mar-15,18,36.5,913437.2264
10,15-Mar-15,18,1,27260
10,15-Mar-15,18,20,465213.0435
10,15-Mar-15,18,2,48070
10,15-Mar-15,18,11,356694
10,15-Mar-15,18,2,47818.2
11,15-Mar-15,18,3,72420.85787
11,15-Mar-15,18,14,350488.3841
11,15-Mar-15,18,2,73329.33333
11,15-Mar-15,18,3,72420.85787
11,15-Mar-15,18,20,482805.7191
11,15-Mar-15,18,44,1062172.582
11,15-Mar-15,18,14,337964.0034
12,15-Mar-15,18,5,127839
12,15-Mar-15,18,58.25,1454054.514
12,15-Mar-15,18,21.625,537866.8855
12,15-Mar-15,18,256.125,6308510.635
1,15-Mar-15,18,38,927579.5957
1,15-Mar-15,18,20,488199.7872
1,15-Mar-15,18,76,1855159.191
1,15-Mar-15,18,31.5,768914.6649
2,15-Mar-15,18,392,9487853.873
2,15-Mar-15,18,40,968200
2,15-Mar-15,18,5,121025
2,15-Mar-15,18,30,726150
2,15-Mar-15,18,63,1524915
2,15-Mar-15,18,252,6096656.458
2,15-Mar-15,18,35,846853.3784
2,15-Mar-15,18,107,2589438.909
3,15-Mar-15,18,15,364858.9844
3,15-Mar-15,18,20,486478.6458
3,15-Mar-15,18,20,486478.6458
3,15-Mar-15,18,55,1337816.276
3,15-Mar-15,18,40.5,985119.2578
4,15-Mar-15,18,198,4701277.059
4,15-Mar-15,18,30.5,714033.8947
4,15-Mar-15,18,60,1456915.385
4,15-Mar-15,18,40,971276.9231
4,15-Mar-15,18,30,712050
5,15-Mar-15,18,25,608429.9812
5,15-Mar-15,18,10,243371.9925
5,15-Mar-15,18,120,2920463.91
5,15-Mar-15,18,60,1460231.955
5,15-Mar-15,18,145,3528893.891
5,15-Mar-15,18,110,2677091.917
5,15-Mar-15,18,20,486743.985
6,15-Mar-15,18,396,9547431
6,15-Mar-15,18,200,4841965.517
6,15-Mar-15,18,139.5,3380355.794
6,15-Mar-15,18,120,2907832.941
6,15-Mar-15,18,50,1209580
6,15-Mar-15,18,80,1937830
7,15-Mar-15,18,119,2871634.24
7,15-Mar-15,18,22,530926
7,15-Mar-15,18,26,627458
7,15-Mar-15,18,12,289596
7,15-Mar-15,18,5,120665
7,15-Mar-15,18,30,723990
8,15-Mar-15,18,11,270613.5
8,15-Mar-15,18,5,123006.1364
8,15-Mar-15,18,11.5,282914.1136
8,15-Mar-15,18,6,147607.3636
9,15-Mar-15,18,30,727866.4463
9,15-Mar-15,18,134.5,3263267.901
9,15-Mar-15,18,30,727866.4463
9,15-Mar-15,18,10,242622.1488
9,15-Mar-15,18,38,1015709.125
9,15-Mar-15,18,31,828604.8125
9,15-Mar-15,18,25,668229.6875
9,15-Mar-15,18,27.5,735052.6563
9,15-Mar-15,18,40,1010541.827
9,15-Mar-15,18,25,631588.6421
9,15-Mar-15,18,102,2576881.66
9,15-Mar-15,18,25,631588.6421
9,15-Mar-15,18,70,1768448.198
9,15-Mar-15,18,10,246663.5802
9,15-Mar-15,18,90,2219972.222
9,15-Mar-15,18,45,1109986.111
9,15-Mar-15,18,50,1233317.901
9,15-Mar-15,18,49,1180850.462
9,15-Mar-15,18,25,602474.7253
9,15-Mar-15,18,60,1515932.684
9,15-Mar-15,18,208,5255233.305
9,15-Mar-15,18,40,1010621.789
9,15-Mar-15,18,25,631638.6184
9,15-Mar-15,18,5,126327.7237
9,15-Mar-15,18,8,194399.633
9,15-Mar-15,18,79.5,1931846.353
9,15-Mar-15,18,25,607498.8532
9,15-Mar-15,18,55,1336497.477
9,15-Mar-15,18,5,121499.7706
9,15-Mar-15,18,65,1584608.839
9,15-Mar-15,18,50,1218929.876
9,15-Mar-15,18,43,1048279.693
9,15-Mar-15,18,30,731357.9257
9,15-Mar-15,18,20,487571.9505
9,15-Mar-15,18,7,170650.1827
9,15-Mar-15,18,50,1253891.364
9,15-Mar-15,18,22,551712.2
9,15-Mar-15,18,80,2006226.182
10,15-Mar-15,18,273,6539531
10,15-Mar-15,18,53.5,1291717.505
10,15-Mar-15,18,53,1279645.379
10,15-Mar-15,18,35,845048.835
10,15-Mar-15,18,5,120721.2621
10,15-Mar-15,18,61,1471833.207
10,15-Mar-15,18,23,554953.5041
10,15-Mar-15,18,73.5,1766709.394
10,15-Mar-15,18,76.5,1962842.774
10,15-Mar-15,18,5,119681
10,15-Mar-15,18,33,793419
10,15-Mar-15,18,22,527166
10,15-Mar-15,18,36,860386
10,15-Mar-15,18,38,908545.8
11,15-Mar-15,18,25,603507.1489
11,15-Mar-15,18,108,2607150.883
11,15-Mar-15,18,27,651787.7208
11,15-Mar-15,18,40,965611.4382
11,15-Mar-15,18,41,989751.7242
11,15-Mar-15,18,15,362104.2893
11,15-Mar-15,18,211,5093600.337
11,15-Mar-15,18,27,651787.7208
12,15-Mar-15,18,301,7198716
12,15-Mar-15,18,4,100885.5314
12,15-Mar-15,18,10,252213.8286
12,15-Mar-15,18,93,2345588.606
12,15-Mar-15,18,17,406572
12,15-Mar-15,18,37,884892
9,15-Mar-15,18,5,120160
10,15-Mar-15,18,10,240430
10,15-Mar-15,18,2,47730
1,15-Mar-15,19,24.54545455,1009873.182
1,15-Mar-15,19,2.772727273,114083.4508
1,15-Mar-15,19,27.43181818,1128581.937
1,15-Mar-15,19,6,247022.4615
2,15-Mar-15,19,7,267501.0237
2,15-Mar-15,19,2.214285714,111169.5429
2,15-Mar-15,19,2.428571429,103895.8571
2,15-Mar-15,19,0.2142857143,10758.34286
2,15-Mar-15,19,3.142857143,148773.0143
2,15-Mar-15,19,29,1184797.209
2,15-Mar-15,19,5,201460.3548
2,15-Mar-15,19,1,40948.6
3,15-Mar-15,19,5,257252.2222
3,15-Mar-15,19,1,48790.62135
3,15-Mar-15,19,1,40811.15207
3,15-Mar-15,19,1,51450.44444
3,15-Mar-15,19,12.75,544280.5968
4,15-Mar-15,19,6,241096.268
4,15-Mar-15,19,16,640205.2174
4,15-Mar-15,19,23.25,1030201.332
4,15-Mar-15,19,10.25,454301.3143
4,15-Mar-15,19,8,314183
5,15-Mar-15,19,43.09375,1917506.783
5,15-Mar-15,19,22.5625,958887.5825
5,15-Mar-15,19,18.28125,864222.8578
5,15-Mar-15,19,4.5625,215686.3884
5,15-Mar-15,19,34.5625,1505225.622
5,15-Mar-15,19,39.4375,1864357.686
5,15-Mar-15,19,4,189094.9159
6,15-Mar-15,19,5,201111.25
6,15-Mar-15,19,29,1157575.909
6,15-Mar-15,19,25,1030980.186
6,15-Mar-15,19,32,1266973.44
7,15-Mar-15,19,3,135607.0935
7,15-Mar-15,19,5,211743
7,15-Mar-15,19,2,82527
8,15-Mar-15,19,1,41618
8,15-Mar-15,19,4,163716.9444
9,15-Mar-15,19,15.65,788002.3977
9,15-Mar-15,19,8.25,355394.2892
9,15-Mar-15,19,8.35,382031.7292
9,15-Mar-15,19,5,203752.8859
9,15-Mar-15,19,8,329089.1852
9,15-Mar-15,19,2,98182
9,15-Mar-15,19,32,1316356.741
9,15-Mar-15,19,0.5,20568.07407
9,15-Mar-15,19,17.70588235,733760.5172
9,15-Mar-15,19,16.47058824,681791.9239
9,15-Mar-15,19,6.470588235,269038.5401
9,15-Mar-15,19,22.94117647,950830.4641
9,15-Mar-15,19,15.97058824,673667.2396
9,15-Mar-15,19,4.941176471,216216.363
9,15-Mar-15,19,8,360816.5816
9,15-Mar-15,19,3,125190.9574
9,15-Mar-15,19,5,222138.6099
9,15-Mar-15,19,1,41730.31915
9,15-Mar-15,19,1,41175.60606
9,15-Mar-15,19,2.75,122738.9167
9,15-Mar-15,19,6.25,278952.0833
9,15-Mar-15,19,2,83767.75735
9,15-Mar-15,19,24,1001729.543
9,15-Mar-15,19,9.5,390929.7567
9,15-Mar-15,19,0.3333333333,18323.48718
9,15-Mar-15,19,15.33333333,730281.5179
9,15-Mar-15,19,11.66666667,528723.159
9,15-Mar-15,19,5.166666667,220677.1744
9,15-Mar-15,19,3,136761.6615
9,15-Mar-15,19,4.307692308,198130.967
9,15-Mar-15,19,8.038461538,339365.478
9,15-Mar-15,19,26.78846154,1130367.68
9,15-Mar-15,19,9.038461538,380329.2399
9,15-Mar-15,19,4.307692308,198130.967
9,15-Mar-15,19,25.51923077,1125750.525
9,15-Mar-15,19,19.15,815868.1788
9,15-Mar-15,19,6,303182.5712
9,15-Mar-15,19,7.6,376876.7425
10,15-Mar-15,19,3,121181.093
10,15-Mar-15,19,4.5,197089.1228
10,15-Mar-15,19,3.5,145336.3509
10,15-Mar-15,19,9.75,397194.4737
10,15-Mar-15,19,5.25,213873.9474
10,15-Mar-15,19,6,243277.8571
10,15-Mar-15,19,1,40546.30952
10,15-Mar-15,19,18.75,766294.4298
10,15-Mar-15,19,19,771980.3714
10,15-Mar-15,19,5,202589.5455
10,15-Mar-15,19,24,947099.2
11,15-Mar-15,19,0.08823529412,5138.514706
11,15-Mar-15,19,28.76470588,1166369.454
11,15-Mar-15,19,2.676470588,155868.2794
11,15-Mar-15,19,0.1764705882,10277.02941
11,15-Mar-15,19,5.088235294,207060.2533
11,15-Mar-15,19,50.61764706,2055186.989
11,15-Mar-15,19,10.08823529,408981.992
12,15-Mar-15,19,5,202244.562
12,15-Mar-15,19,10.125,439785.75
12,15-Mar-15,19,0.5625,23896.5
12,15-Mar-15,19,13.3125,565550.5
1,15-Mar-15,19,34,1397384.417
1,15-Mar-15,19,5,205497.7083
1,15-Mar-15,19,37.25,1530957.927
1,15-Mar-15,19,22,904189.9167
2,15-Mar-15,19,294,12042834.98
2,15-Mar-15,19,10,411895.8571
2,15-Mar-15,19,21,864981.3
2,15-Mar-15,19,36,1482825.086
2,15-Mar-15,19,94,3834381.791
2,15-Mar-15,19,27,1104997.645
2,15-Mar-15,19,19,778023.4
3,15-Mar-15,19,3,122433.4562
3,15-Mar-15,19,35,1428390.323
3,15-Mar-15,19,20,816223.0415
3,15-Mar-15,19,47,1918124.147
3,15-Mar-15,19,100.25,4091317.995
4,15-Mar-15,19,188,7554349.732
4,15-Mar-15,19,30,1200384.783
4,15-Mar-15,19,55.5,2287838.598
4,15-Mar-15,19,15,618334.7561
4,15-Mar-15,19,46,1847682
5,15-Mar-15,19,25,1032223.881
5,15-Mar-15,19,29.5,1218024.179
5,15-Mar-15,19,15,619334.3284
5,15-Mar-15,19,5,206444.7761
6,15-Mar-15,19,35,1407778.75
6,15-Mar-15,19,20,794169.0909
6,15-Mar-15,19,15,606776.1628
6,15-Mar-15,19,17,687679.6512
6,15-Mar-15,19,18,712672.56
6,15-Mar-15,19,20,807500
7,15-Mar-15,19,138,5661186.906
7,15-Mar-15,19,36,1480050
7,15-Mar-15,19,24,983430
7,15-Mar-15,19,17,697005
7,15-Mar-15,19,14,577210
7,15-Mar-15,19,18,735120
8,15-Mar-15,19,3,122787.7083
8,15-Mar-15,19,9,368363.125
8,15-Mar-15,19,17,695797.0139
8,15-Mar-15,19,15,613938.5417
8,15-Mar-15,19,20,818584.7222
8,15-Mar-15,19,4,163716.9444
9,15-Mar-15,19,45,1833775.973
9,15-Mar-15,19,60.75,2475597.564
9,15-Mar-15,19,15,611258.6577
9,15-Mar-15,19,13,529757.5034
9,15-Mar-15,19,10,411361.4815
9,15-Mar-15,19,20,822722.963
9,15-Mar-15,19,18,740450.6667
9,15-Mar-15,19,45.5,1871694.741
9,15-Mar-15,19,8,329089.1852
9,15-Mar-15,19,20,822722.963
9,15-Mar-15,19,24,990608.1212
9,15-Mar-15,19,10,412753.3838
9,15-Mar-15,19,35.5,1465274.513
9,15-Mar-15,19,8,330202.7071
9,15-Mar-15,19,45,1857390.227
9,15-Mar-15,19,30,1251909.574
9,15-Mar-15,19,25,1043257.979
9,15-Mar-15,19,5,208651.5957
9,15-Mar-15,19,20,834606.383
9,15-Mar-15,19,16,658809.697
9,15-Mar-15,19,16,658809.697
9,15-Mar-15,19,113.5,4753820.23
9,15-Mar-15,19,81,3392594.173
9,15-Mar-15,19,10,418838.7868
9,15-Mar-15,19,25,1047096.967
9,15-Mar-15,19,10,418838.7868
9,15-Mar-15,19,4,163582.4
9,15-Mar-15,19,33.5,1370002.6
9,15-Mar-15,19,15,613434
9,15-Mar-15,19,20,817912
9,15-Mar-15,19,40,1638550.476
9,15-Mar-15,19,35,1433731.667
9,15-Mar-15,19,20,819275.2381
9,15-Mar-15,19,43,1761441.762
9,15-Mar-15,19,20,848005.9701
9,15-Mar-15,19,25.25,1070607.537
10,15-Mar-15,19,126,5089605.907
10,15-Mar-15,19,30,1222136.842
10,15-Mar-15,19,29,1181398.947
10,15-Mar-15,19,32,1303612.632
10,15-Mar-15,19,3,122213.6842
10,15-Mar-15,19,63,2554417.5
10,15-Mar-15,19,14,567648.3333
10,15-Mar-15,19,45.25,1822182.57
10,15-Mar-15,19,26,1085928.629
10,15-Mar-15,19,13,525031
10,15-Mar-15,19,17,686579
10,15-Mar-15,19,28,1130836
10,15-Mar-15,19,6,243107.4545
10,15-Mar-15,19,25,1009675
10,15-Mar-15,19,28,1132448.8
11,15-Mar-15,19,5,201921.7386
11,15-Mar-15,19,106,4280740.859
11,15-Mar-15,19,32,1292299.127
11,15-Mar-15,19,43,1736526.952
11,15-Mar-15,19,40,1615373.909
11,15-Mar-15,19,20,807686.9545
11,15-Mar-15,19,74.5,3008633.906
11,15-Mar-15,19,26,1049993.041
12,15-Mar-15,19,269,10880757.44
12,15-Mar-15,19,3,130664.25
12,15-Mar-15,19,8,348438
12,15-Mar-15,19,16,696876
12,15-Mar-15,19,15,607095
12,15-Mar-15,19,37,1497501
9,15-Mar-15,19,15,610050
9,15-Mar-15,29,2,142763
10,15-Mar-15,29,1,118493
8,15-Mar-15,29,9,814734
9,15-Mar-15,29,13,1183156
